Age,City,State,Age,Total Time,Gender
"» Olson, Mersadi (USA)",Maple Shade,NJ,25,3:19:30,F
"» Mason Cox, Cheryl (USA)",Richmond,VA,46,3:19:31,F
"» Adams, Briana (USA)",Norfolk,NE,23,3:19:31,F
"» Stifler Ossim, Britta (USA)",Chicago,IL,27,3:19:31,F
"» Blaise, Kimberly (USA)",Kenner,LA,40,3:19:41,F
"» Berwick, Carly (USA)",Jersey City,NJ,43,3:19:42,F
"» Spearman, Tiffany (USA)",Boston,MA,34,3:19:47,F
"» Spencer, Ashley (USA)",Lynchburg,VA,29,3:19:47,F
"» Shimansky, Stefanie (USA)",Winter Springs,FL,26,3:19:48,F
"» Skaufel, Pamela (USA)",Houston,TX,42,3:19:48,F
"» Osberg, Kristina (USA)",Chicago,IL,28,3:19:50,F
"» Broder, Melanie (USA)",San Francisco,CA,25,3:19:50,F
"» Fennema, Anne (USA)",Chicago,IL,29,3:19:56,F
"» Rodriguez Hernandez, Karla (MEX)",Cuautlancingo,Puebla,34,3:19:56,F
"» Atwood, Kathryn (CAN)",Edmonton,AB,51,3:19:56,F
"» Weiner, Amy (USA)",Haddonfield,NJ,49,3:19:57,F
"» Courtade, Caitlin (USA)",Boston,MA,25,3:20:01,F
"» Swanson, Larissa (USA)",Beecher,IL,22,3:20:02,F
"» Rinehart, Jessica (USA)",Long Beach,CA,31,3:20:02,F
"» Rudnik, Emma (USA)",New York,NY,26,3:20:03,F
"» Zegarra Rojas, Marilu (PER)",Lima,,30,3:20:04,F
"» Fountain, Sarah (USA)",Boston,MA,22,3:20:05,F
"» Crawford, Rebecca (USA)",Basking Ridge,NJ,27,3:20:05,F
"» Hensley, Katia (USA)",Seattle,WA,29,3:20:06,F
"» Williams, Melissa (USA)",Frankfort,IL,39,3:20:06,F
"» Mckenzie, Amanda (USA)",Chicago,IL,27,3:20:09,F
"» Curl, Aubrey (USA)",South Bend,IN,19,3:20:11,F
"» Weisman, Jill (USA)",Chicago,IL,29,3:20:15,F
"» Escalera Hernandez, Claudia (MEX)",Mexico,DF,29,3:20:16,F
"» Alpert, Jennie (USA)",Clearwater,FL,35,3:20:18,F
"» O'Connor, Kate (USA)",Philadelphia,PA,37,3:20:18,F
"» Evans, Joanna (USA)",Chicago,IL,28,3:20:21,F
"» Twist, Gwendolen (USA)",Pacific Palisades,CA,41,3:20:22,F
"» Sabbagh, Rana (USA)",Dearborn Heights,MI,35,3:20:22,F
"» Bartolome, Bea (USA)",Greensboro,NC,44,3:20:24,F
"» Kathol, Summer (USA)",Washington,DC,30,3:20:26,F
"» Kompanowski, Mandy (USA)",Arlington Heights,IL,25,3:20:28,F
"» Conroy, Jill (USA)",Waltham,MA,35,3:20:29,F
"» Kuhlman, Melissa (USA)",Chicago,IL,34,3:20:30,F
"» Tanaka, Miho (JPN)",Boulder,CO,39,3:20:30,F
"» Read, Amy (GBR)",Wheatley,Oxfordshire,33,3:20:32,F
"» Buford, Leslie (USA)",Oklahoma City,OK,40,3:20:35,F
"» Vermeulen, Maria (USA)",Astoria,NY,30,3:20:35,F
"» Ruberg, Ashley (USA)",Louisville,KY,32,3:20:37,F
"» Kosova, Anna (RUS)",Moscow,Moscow,30,3:20:43,F
"» Schmittzehe, Ashley (USA)",Cape Girardeau,MO,23,3:20:44,F
"» Savage, Faye (GBR)",St.Ives,Cornwall,41,3:20:44,F
"» Lohri, Catherine (SUI)",Heiligenschwendi,,40,3:20:44,F
"» Witchey Clements, Kylee (USA)",Pittsburgh,PA,29,3:20:50,F
"» Burkholder, Jill (USA)",Arlington,VA,36,3:20:51,F
"» Jendrasheske, Alison (CAN)",Saskatoon,SK,38,3:20:53,F
"» Leblanc, Samantha (USA)",Medford,MA,28,3:20:56,F
"» Hucek, Grace (USA)",Oak Brook,IL,24,3:21:00,F
"» Duarte, Nilani (USA)",Baltimore,MD,29,3:21:03,F
"» Valocsik, Erin (USA)",Virginia Beach,VA,35,3:21:06,F
"» Ledesma, Ana (MEX)",Mexico City,Mexico City,33,3:21:08,F
"» Martinez, Myriam (USA)",Astoria,NY,41,3:21:12,F
"» Schmidt, Alexandra (USA)",River Forest,IL,26,3:21:12,F
"» Groce, Sam (USA)",Chenoa,IL,22,3:21:12,F
"» Seuss, Claudia (USA)",Armonk,NY,33,3:21:13,F
"» Grandi, Melissa (USA)",Chicago,IL,26,3:21:14,F
"» Jennings, Hannah (USA)",Orlando,FL,39,3:21:14,F
"» Tylova, Veronika (CZE)",Rolling Meadows,IL,33,3:21:16,F
"» Young, Sharon (USA)",Batesville,IN,50,3:21:16,F
"» Oshea, Magdalen (USA)",Valparaiso,IN,29,3:21:17,F
"» Lawrence, Danielle (CAN)",Toronto,ON,31,3:21:22,F
"» Eaves, Kristen (USA)",Grand Prairie,TX,30,3:21:26,F
"» Daguer, Larissa (BRA)",Itajai,SC,36,3:21:26,F
"» Evans, Rebecca (USA)",Bourbonnais,IL,36,3:21:30,F
"» Henricksen, Kitty (USA)",San Antonio,TX,33,3:21:39,F
"» Draths, Katelyn (USA)",Chicago,IL,28,3:21:39,F
"» Preter, Milena (BRA)",Sao Paulo,Sao Paulo,36,3:21:39,F
"» Marchione, Jennifer (USA)",Raleigh,NC,39,3:21:39,F
"» Countryman, Jacqueline (USA)",Milwaukie,OR,52,3:21:42,F
"» Mayack, Aileen (USA)",Warren,MI,27,3:21:42,F
"» Hudak, Lauren (USA)",East Boston,MA,31,3:21:43,F
"» Soo Hoo, Katrina (USA)",Astoria,NY,30,3:21:43,F
"» Vargas Fonseca, Lorna (CRC)",San Jose,,38,3:21:49,F
"» Fahrer, Casey (USA)",Cincinnati,OH,33,3:21:51,F
"» Berman, Vanda (CZE)",Chicago,IL,39,3:21:52,F
"» Kondo, Sarah (CAN)",Brantford,ON,36,3:21:52,F
"» Abrahams, Maisha (CAN)",Toronto,ON,40,3:21:58,F
"» Richard, Christel (USA)",Carmel,IN,19,3:21:58,F
"» Gast, Jackie (USA)",Ferndale,MI,28,3:21:58,F
"» Milne, Lee (USA)",Dover,MA,21,3:22:01,F
"» Siliphayvanh, Manoly (FRA)",Vitry Sur Seine,,39,3:22:03,F
"» Little, Micah (USA)",St. Louis,MO,29,3:22:03,F
"» Bollerslev, Nico (USA)",New York,NY,28,3:22:07,F
"» Kubo, Kitty (EST)",Tallinn,,44,3:22:09,F
"» Finelli, Lauren (USA)",Portsmouth,NH,40,3:22:14,F
"» Stanvick, Melissa (USA)",Allston,MA,25,3:22:14,F
"» Heyer, Sharon (USA)",Circle Pines,MN,27,3:22:17,F
"» Young, Tracy (USA)",Chicago,IL,24,3:22:32,F
"» Legernes, Laura (USA)",Chicaog,IL,35,3:22:34,F
"» Restak, Ann (USA)",New York,NY,39,3:22:39,F
"» Tupper, Ellie (USA)",Woodbury,MN,20,3:22:40,F
"» Chu, Ling (CAN)",Mississauga,ON,44,3:22:42,F
"» Wharram, Sydnee (USA)",Morton,IL,19,3:22:44,F
"» Redman, Elizabeth (AUS)",The Basin,VIC,44,3:22:47,F
"» Blaine, Casey (USA)",Boulder,CO,49,3:22:48,F
"» Vercoski, Michele (USA)",Redlands,CA,39,3:22:53,F
"» Montague, Jessica (USA)",Kearney,MO,25,3:22:58,F
"» Farrugia, Julie (USA)",Los Angeles,CA,29,3:22:59,F
"» Streelman, Michelle (USA)",Byron Center,MI,46,3:23:00,F
"» Hutchins, Andrea (USA)",Saint Joseph,MI,40,3:23:01,F
"» Glover, Ashley (USA)",Savannah,GA,36,3:23:02,F
"» Kelsey, Claire (USA)",Atlanta,GA,19,3:23:04,F
"» Browne, Emma (GBR)",St Ives,Cambs,47,3:23:04,F
"» Dandenault, Jenny (CAN)",Springboro,OH,46,3:23:08,F
"» Drennan, Laura (CAN)",Calgary,AB,33,3:23:08,F
"» Preston, Sheryl (CAN)",St Catharines,ON,40,3:23:08,F
"» Lee-Callaghan, Heather (CAN)",Timberlea,NS,34,3:23:11,F
"» Pierce, Jennifer (USA)",Camden,TN,37,3:23:12,F
"» Gomez, Claudia (CHI)",Temuco,,42,3:23:17,F
"» Major, Jennifer (USA)",Bend,OR,44,3:23:18,F
"» Gomes, Ligia Adriane (BRA)",Belo Horizonte,Minas ...,50,3:23:18,F
"» Davi, Elena (ITA)",Costa D'En Blanes,IB,43,3:23:20,F
"» Moyao, Irma (USA)",Monrovia,CA,43,3:23:21,F
"» Harding-Udoh, Omolayo (NGR)",Fct,Abuja,40,3:23:22,F
"» Richards, Kimberly (USA)",Dallas,TX,36,3:23:22,F
"» Holdefer, Alexandra (USA)",Orland Park,IL,25,3:23:25,F
"» Araujo, Daniela (VEN)",Panama City,panama,30,3:23:27,F
"» Starl, Tanja (AUT)",Feldkirch,,38,3:23:29,F
"» Fox, Lee (USA)",Lawrenceburg,IN,45,3:23:30,F
"» Fuhr, Stephanie (USA)",Cincinnati,OH,28,3:23:30,F
"» Rigot, Emmanuelle (FRA)",Paris,,42,3:23:32,F
"» Lewis, Krista (USA)",Naperville,IL,30,3:23:35,F
"» Bohn, Sarah (USA)",Richmond,VA,28,3:23:36,F
"» Szuba, Aneta (POL)",Krakow,Malopolska,38,3:23:36,F
"» Mayweather, Jacqueline (USA)",Darien,IL,30,3:23:36,F
"» Rezny, Kristine (USA)",Lombard,IL,26,3:23:37,F
"» Fortier, Cheryl (USA)",Roxbury,MA,33,3:23:37,F
"» Huntzinger, Cybil (USA)",Cordova,TN,28,3:23:37,F
"» Macioce, Katherine (USA)",Pittsburgh,PA,28,3:23:42,F
"» Welch, Mary (USA)",Parkersburg,WV,37,3:23:42,F
"» Siqueira, Alessandra (BRA)",Rio De Janeiro,RJ,41,3:23:46,F
"» Averill, Allison (USA)",Boston,MA,26,3:23:47,F
"» Armbruster, Madison (USA)",Mason,OH,19,3:23:51,F
"» Arellano, Larissa (USA)",Pleasant Prairie,WI,40,3:23:51,F
"» Collins, Keri (USA)",Liberty Lake,WA,45,3:23:55,F
"» Groton, Kate (USA)",Oxford,OH,22,3:23:58,F
"» Mendez Mejia, Paola (COL)",Bogota,,23,3:23:59,F
"» Goldring, Hannah (DEN)",Moelndal,,46,3:24:01,F
"» Otalora-Fadner, Hannah (USA)",Chicago,IL,28,3:24:02,F
"» Kralj, Heather (USA)",Franklin,TN,38,3:24:02,F
"» Lopez, Almudena (MEX)",Puebla,Puebla,25,3:24:03,F
"» Yong, Amy (GBR)",Wheaton,IL,23,3:24:05,F
"» Lam, Sandy (USA)",Franklin,IN,21,3:24:08,F
"» Ilfrey, Amy (USA)",Louisville,CO,40,3:24:08,F
"» Li, Zhanqing (USA)",Houston,TX,45,3:24:09,F
"» Sutchar, Hana (USA)",Chicago,IL,26,3:24:09,F
"» Becker, Sarna (USA)",Federal Way,WA,40,3:24:09,F
"» Sackman, Caroline (CAN)",Vancouver,BC,32,3:24:11,F
"» Ramos, Domenica (ECU)",New York,NY,32,3:24:12,F
"» Duty, Traci (USA)",Dallas,TX,36,3:24:13,F
"» Chen, Xi (USA)",Medfield,MA,28,3:24:14,F
"» Mehaffey, Wendy (USA)",Essex,VT,39,3:24:16,F
"» Rosenwinkel, Sarah (USA)",Chicago,IL,25,3:24:16,F
"» Bustamante, Sarah (USA)",Indianapolis,IN,42,3:24:18,F
"» Manley, Janet (CAN)",Toronto,ON,43,3:24:22,F
"» Miller, Angela (USA)",Bakersfield,CA,41,3:24:22,F
"» Sokolowski, Jessica (USA)",Darien,IL,36,3:24:25,F
"» Lademan, Daryle (USA)",Arlington,VA,46,3:24:26,F
"» Rapp, Kathryn (USA)",St. Louis,MO,49,3:24:26,F
"» Ribble, Karen (USA)",Orinda,CA,46,3:24:27,F
"» Bravo, Patricia (CAN)",Calgary,AB,34,3:24:27,F
"» Smith, Audrey (USA)",Lake Zurich,IL,23,3:24:32,F
"» Paucar, Adriana (COL)",Bogota,,40,3:24:33,F
"» Bartholomew, Luciana (USA)",Fort Worth,TX,35,3:24:34,F
"» Farrington, Nicole (USA)",Washington,DC,28,3:24:36,F
"» Leader, Kristine (USA)",Boulder,CO,50,3:24:38,F
"» Naylon, Jordyn (USA)",Liverpool,NY,25,3:24:38,F
"» Kentner, Sarah (USA)",Chicago,IL,31,3:24:38,F
"» Desa, Van (USA)",Chicago,IL,34,3:24:38,F
"» Bertucci, Jennifer (USA)",Ballwin,MO,33,3:24:40,F
"» Lauritsen, Jenny (USA)",Bettendorf,IA,32,3:24:43,F
"» Craffey, Michele (USA)",Locust,NJ,47,3:24:43,F
"» Goedegebuure, Erica (NED)",Oss,,47,3:24:44,F
"» Jeszenszky, Julie (USA)",New Carlisle,IN,24,3:24:45,F
"» Hayes, Stephanie (USA)",Mt. Airy,MD,34,3:24:47,F
"» Verlaine, Cecile (BEL)",Sprimont,,41,3:24:47,F
"» Pearson, Mary Scott (USA)",Homewood,AL,38,3:24:48,F
"» Boerma, Inge (NED)",Toronto,ON,27,3:24:50,F
"» Brunner, Kelcy (USA)",Huntsville,AL,26,3:24:51,F
"» Laperriere-Roy, Olivia (CAN)",Quebec,QC,25,3:24:51,F
"» Semanchik, Nicole (USA)",Milford,CT,37,3:24:53,F
"» Bridges, Calley (USA)",New York,NY,26,3:24:53,F
"» Hytken, Rachel (USA)",Dallas,TX,33,3:24:54,F
"» Haynes, Erin (USA)",Oakham,MA,23,3:24:55,F
"» Smylie, Sara (USA)",Winnetka,IL,38,3:24:57,F
"» Wagner, Erica (USA)",Madison,WI,28,3:24:59,F
"» Loftus, Kelsey (USA)",Carpentersville,IL,25,3:25:00,F
"» Michaelis, Stephanie (USA)",Independence,MO,35,3:25:00,F
"» Lubetsky, Caryn (USA)",Miami Shores,FL,45,3:25:02,F
"» Harding, Natalie (USA)",Chicago,IL,30,3:25:02,F
"» Hynes, Melanie (USA)",New Port Richey,FL,39,3:25:07,F
"» Brocklehurst-Somers, Lisa (CAN)",Markham,ON,47,3:25:07,F
"» Foster, Caitlin (USA)",Plainfield,IL,41,3:25:07,F
"» Mesker, Rebeka (USA)",New Port Richey,FL,38,3:25:08,F
"» Dabler, Colleen (USA)",Osceola,IN,42,3:25:08,F
"» Leonard, Christine (USA)",Cambridge,MA,31,3:25:10,F
"» Radnitzer, Rachel (USA)",New York,NY,26,3:25:11,F
"» Grider, Kara (USA)",Westfield,IN,34,3:25:15,F
"» Watters, Arianna (USA)",Glenside,PA,28,3:25:15,F
"» Parker, Devin (USA)",Minneapolis,MN,29,3:25:15,F
"» Joyce, Stacey (USA)",Mountain Lakes,NJ,41,3:25:18,F
"» Kavak, Jennifer (USA)",New York,NY,24,3:25:18,F
"» Quinones, Karin (USA)",Dallas,TX,41,3:25:19,F
"» Manarin, Fulvia (CAN)",Toronto,ON,50,3:25:20,F
"» Tonnu, Xuanhuong (Song) (USA)",Folsom,CA,40,3:25:20,F
"» Skorich, Amy (USA)",Cary,NC,36,3:25:20,F
"» Gaster, Breanna (USA)",Walford,IA,22,3:25:23,F
"» Nagel, Karen (USA)",Valparaiso,IN,37,3:25:23,F
"» Soccorso, Angie (USA)",Wauconda,IL,41,3:25:24,F
"» Smith, Lorraine (CAN)",New York,NY,45,3:25:24,F
"» Kolbut, Iwona (POL)",Krakow,malopolskie,29,3:25:26,F
"» Jackson, Renee (USA)",Athens,GA,31,3:25:32,F
"» Lobaciute, Ieva (LTU)",London,England,30,3:25:36,F
"» Smith, Andrea (USA)",Ottawa,OH,25,3:25:36,F
"» Wong, Sammy (USA)",Grayslake,IL,24,3:25:40,F
"» Feraco, Merissa (CAN)",Edmonton,AB,35,3:25:41,F
"» Wheeler, Kelly (USA)",Waverly,OH,30,3:25:44,F
"» Morgan, Danielle (USA)",Waverly,OH,26,3:25:44,F
"» Melton, Catherine (USA)",Portland,OR,32,3:25:45,F
"» Ayala, Lauren (USA)",Bartlett,IL,25,3:25:48,F
"» Spaulding, Tracy (USA)",Moon Township,PA,44,3:25:50,F
"» Surilov, Lena (USA)",Boston,MA,37,3:25:51,F
"» Riffle, Emily (USA)",Washington,DC,34,3:25:51,F
"» Chen, Xue (CHN)",Shanghai,Huangpu,35,3:25:51,F
"» Ye, Lily Huai (USA)",Atlanta,GA,38,3:25:52,F
"» Johnson, Trish (USA)",Cranford,NJ,38,3:25:52,F
"» Davis, Jill (USA)",Louisville,KY,31,3:25:54,F
"» Mayor, Mary (USA)",Chicago,IL,25,3:25:54,F
"» Moreno, Valerie (SUI)",Epalinges,,51,3:25:56,F
"» Unruh, Lindsay (USA)",Boulder,CO,39,3:25:56,F
"» Mullen, Rachel (USA)",Chicago,IL,35,3:25:57,F
"» Clementi, Maria (USA)",Chicago,IL,35,3:25:57,F
"» Wilson, Taylor (USA)",Midland,TX,29,3:26:01,F
"» Biedermann, Livia (USA)",Shelburne,VT,23,3:26:02,F
"» Chan, Wai Fong (HKG)",Kwai Chung,N.T.,44,3:26:04,F
"» Parker, Anna (CAN)",Oakville,ON,36,3:26:04,F
"» Cales, Shaina (USA)",Washington,DC,27,3:26:04,F
"» Malone, Erin (USA)",Teaneck,NJ,29,3:26:05,F
"» Paez Stelzner, Lucy (USA)",New York,NY,34,3:26:09,F
"» Reilly, Katharine (USA)",Bethlehem,PA,39,3:26:09,F
"» Mccoy, Claudia (USA)",Trinity,FL,44,3:26:10,F
"» Rigali, Monica (USA)",Temecula,CA,47,3:26:10,F
"» Mikesell, Sarah (USA)",Milwaukee,WI,26,3:26:11,F
"» Neushwander, Jessica (USA)",Evanston,IL,32,3:26:12,F
"» Fitzgerald, Kellen (USA)",Bedford,NH,25,3:26:14,F
"» Meredith, Kate (GBR)",Malpas,CHESHIRE,29,3:26:17,F
"» Boll, Julie (USA)",Nashville,TN,32,3:26:19,F
"» Kostouros, Christina (USA)",Crown Point,IN,43,3:26:19,F
"» Sicienski, Katherine (USA)",Oakland,CA,26,3:26:23,F
"» Cohen, Molly (USA)",Brooklyn,NY,38,3:26:24,F
"» Roberts, Mary (USA)",Austin,TX,33,3:26:24,F
"» Ray, Devin (USA)",Atlanta,GA,31,3:26:24,F
"» Watson, Michelle (USA)",Sherwood,OR,37,3:26:24,F
"» Rivera, Margaret (USA)",Chicago,IL,32,3:26:26,F
"» Kirker, Kelsey (USA)",New York,NY,27,3:26:26,F
"» Sanchez, Maria De Lourdes (MEX)",Guadalajara,JALISCO,39,3:26:29,F
"» Chaladovsky, Vanessa (BRA)",Scarsdale,NY,42,3:26:29,F
"» Calverely, Natalie (USA)",Chicago,IL,35,3:26:32,F
"» Lopez, Maria (USA)",Tampa,FL,33,3:26:36,F
"» Forlenza, Suzanne (USA)",Wall,NJ,22,3:26:37,F
"» Chase, Holly (USA)",Brooklyn,NY,32,3:26:37,F
"» King, Karen (USA)",Camden,TN,34,3:26:38,F
"» Hird, Mary Ellen (USA)",Naperville,IL,30,3:26:38,F
"» Scott, Melissa (USA)",Corvallis,OR,28,3:26:39,F
"» Lee, Joann (USA)",Boston,MA,26,3:26:45,F
"» Moss, Ellen (USA)",Durham,NC,35,3:26:45,F
"» Blau, Kelly (USA)",Odessa,TX,44,3:26:46,F
"» Ruiz, Cecilia (MEX)",Zapopan,JALISCO,40,3:26:50,F
"» Conly Gozal, Shannon (USA)",Dallas,TX,32,3:26:50,F
"» Rhoades, Taylor (USA)",St. Louis,MO,20,3:26:51,F
"» Villeda, Maria (GUA)",Guatemala City,,32,3:26:54,F
"» Sanchez Alcorlo, Alicia (ESP)",New York,NewYork,36,3:26:55,F
"» Adams, Rosalind (USA)",New York,NY,30,3:26:55,F
"» Vizcarrondo Dugarte, Marisela (VEN)",Pompano Beach,FL,44,3:26:56,F
"» Louthan, Meg Pond (USA)",Chicago,IL,48,3:26:59,F
"» Heckenlively, Emily (USA)",Waukee,IA,25,3:27:00,F
"» Lancaster, Tessa (USA)",Buffalo Grove,IL,23,3:27:05,F
"» Kwarta, Bethany (USA)",Darien,CT,25,3:27:06,F
"» Hein, Meredith (USA)",Cincinnati,OH,26,3:27:07,F
"» Rosner, Roni (USA)",New York,NY,32,3:27:07,F
"» Sotelo, Rachel (USA)",Chicago,IL,29,3:27:07,F
"» Graham, Alison (USA)",New York,NY,47,3:27:10,F
"» Caldon, Loren (TRI)",Queens Village,NY,41,3:27:11,F
"» Centola, Christine (USA)",New York,NY,30,3:27:13,F
"» Mandeville, Heather (USA)",Jacksonville Beach,FL,35,3:27:13,F
"» Estes, Christine (USA)",Washington,DC,39,3:27:14,F
"» Knepper, Amy (USA)",New York,NY,40,3:27:14,F
"» Trunk, Courtney (USA)",Chicago,IL,25,3:27:15,F
"» Azzaretti, Tara (USA)",Chicago,IL,28,3:27:15,F
"» Wong, Ping Yee (HKG)",Kam Tai Court,MA...,47,3:27:15,F
"» Northup, Natalie (USA)",Chicago,IL,24,3:27:16,F
"» Kawatani, Yoko (JPN)",Nagoya,Aichi,46,3:27:17,F
"» Horton, Lucy (USA)",San Diego,CA,33,3:27:19,F
"» Moorman, Colleen (USA)",Washington,DC,31,3:27:20,F
"» Turpin, Caroline (USA)",Philadelphia,PA,24,3:27:21,F
"» Werner, Jody (USA)",Dexter,MI,40,3:27:22,F
"» Dissing, Malene (DEN)",Amager,Copenhagen S,42,3:27:22,F
"» Sornberger, Julie (USA)",Los Angeles,CA,35,3:27:22,F
"» Makowski, Sara (USA)",West Babylon,NY,27,3:27:23,F
"» Seserko, Lauren (USA)",Baltimore,MD,28,3:27:24,F
"» O'Keefe, Meg (USA)",Chicago,IL,24,3:27:24,F
"» Schultz, Jenna (USA)",Philadelphia,PA,25,3:27:26,F
"» Revels, Shannon (USA)",Jacksonville,FL,30,3:27:27,F
"» Sennett, Amy (USA)",Boston,MA,32,3:27:27,F
"» Sparrow, Stephanie (USA)",Pittsburgh,PA,28,3:27:29,F
"» Fanning, Susan (USA)",Chicago,IL,37,3:27:31,F
"» Vaughn, Julia (USA)",Brooklyn,NY,32,3:27:32,F
"» Becker, Melissa (USA)",Orlando,FL,25,3:27:33,F
"» Jimenez, Lorenza (MEX)",Atizapan,Mexico,47,3:27:34,F
"» Schramer, Natalie (USA)",Maple Park,IL,29,3:27:34,F
"» Prince, Akiko (JPN)",Wolverine Lake,MI,40,3:27:34,F
"» Curry, Beth (USA)",Glen Mills,PA,28,3:27:35,F
"» Broughel, Nancy (USA)",Glen Rock,NJ,50,3:27:35,F
"» Coyne, Laura (USA)",Washington,DC,24,3:27:36,F
"» Coyne, Alice (USA)",Chicago,IL,23,3:27:36,F
"» Carder, Carla (USA)",Golden,CO,43,3:27:37,F
"» Potts, Amanda (USA)",Conway,AR,38,3:27:37,F
"» Delong, Kristine (USA)",Ozark,MO,38,3:27:37,F
"» Chandler, Ainslie (AUS)",New York,NY,34,3:27:38,F
"» Cheifet, Barbara (USA)",Livingston,NJ,29,3:27:39,F
"» Pelster, Sonja (GER)",München,,37,3:27:43,F
"» Huntington, Cindy (USA)",Portage,MI,34,3:27:44,F
"» Slomka, Natalie (CAN)",Toronto,ON,34,3:27:44,F
"» Kravish, Britney (USA)",Frankfort,IL,24,3:27:44,F
"» Huml, Marianne (USA)",Wheaton,IL,61,3:27:46,F
"» Waznis, Amanda (USA)",New Lenox,IL,29,3:27:46,F
"» Shao, Xin (USA)",Fremont,CA,42,3:27:46,F
"» Flores, Beverly (USA)",Overland Park,KS,38,3:27:47,F
"» Palmer, Lori (USA)",Pine Valley,CA,59,3:27:52,F
"» Arriola, Araiz (MEX)",Mexico,DF,31,3:27:54,F
"» Diimig, Caitlyn (USA)",Des Moines,IA,26,3:27:56,F
"» Stubler, Emily (USA)",San Francisco,CA,25,3:27:56,F
"» Felicelli, Kathleen (USA)",Long Grove,IL,20,3:27:58,F
"» Metzger, Sarah (USA)",Crown Point,IN,36,3:27:58,F
"» Schuler, Kathleen (USA)",Gladstone,MO,49,3:27:58,F
"» Elston, Laken (USA)",Westfield,IN,24,3:27:59,F
"» Hartford, Nicole (USA)",Chesterton,IN,32,3:28:01,F
"» Weisbard, Emily (USA)",Chicago,IL,26,3:28:02,F
"» Sitch, Julianne (USA)",Chicago,IL,33,3:28:04,F
"» Rodriguez, Valentina (MEX)",Celaya,Guanajuato,21,3:28:05,F
"» Sheldon, Rachel (USA)",Ames,IA,27,3:28:06,F
"» Capek, Erika (USA)",New York,NY,29,3:28:06,F
"» Kryvdyk, Marta (UKR)",Chicago,IL,22,3:28:08,F
"» Christensen, Kimberly (USA)",Orland Park,IL,24,3:28:08,F
"» Gaffney, Erin (USA)",Mount Pleasant,SC,25,3:28:10,F
"» Quinn, Elissa (USA)",Wakefield,MA,33,3:28:12,F
"» Golen, Jessica (USA)",Shelton,CT,28,3:28:12,F
"» Landers, Melissa (USA)",Elmhurst,IL,24,3:28:12,F
"» Jankowski, Alexandra (USA)",Livonia,MI,27,3:28:13,F
"» Chun, Kelsey (USA)",Evanston,IL,25,3:28:15,F
"» Dang, Susan (USA)",West Hartford,CT,30,3:28:17,F
"» Hudak, Lauren (USA)",Munster,IN,27,3:28:18,F
"» Paniagua, Marines (USA)",New York,NY,27,3:28:18,F
"» Murdoch, Gail (GBR)",Dunfermline,Fife,51,3:28:18,F
"» Gazes, Carla (USA)",Chicago,IL,41,3:28:19,F
"» Casey, Emily (USA)",Chicago,Illinois,24,3:28:20,F
"» Huwe, Jennifer (USA)",Chattanooga,TN,26,3:28:21,F
"» Dufford, Shelley (USA)",Upper Marlboro,MD,36,3:28:21,F
"» Chintala, Jennifer (USA)",Geneva,IL,38,3:28:21,F
"» Depriest, Christina (USA)",Mooresville,NC,35,3:28:21,F
"» Spinelli, Camila (BRA)",Windermere,FL,43,3:28:23,F
"» Kayyali, Andrea (USA)",Westfield,NJ,43,3:28:23,F
"» Oliveira, Valdereys (BRA)",Recife,PE,48,3:28:24,F
"» Hermo Mugica, Nerea (ESP)",San Sebastian,Guipu...,43,3:28:24,F
"» Da Rosa, Marilene (ANT)",Curitiba,Parana,48,3:28:25,F
"» Pena, Annabelle (VEN)",Caracas,Miranda,43,3:28:25,F
"» Long, Corey (USA)",Louisville,KY,25,3:28:27,F
"» Bowyer, Katie (CAN)",Vancouver,BC,32,3:28:27,F
"» Kostrikin, Courtney (USA)",San Luis Obispo,CA,27,3:28:28,F
"» Bass, Samantha (USA)",Denver,CO,26,3:28:29,F
"» Caloia, Chelsea (USA)",Austin,TX,29,3:28:29,F
"» Ryan, Jana (USA)",Keller,TX,57,3:28:32,F
"» Stoner, Amy (USA)",Noblesville,IN,37,3:28:33,F
"» Stoloff, Rose (USA)",Chicago,IL,23,3:28:35,F
"» Blochowiak, Casey (USA)",Saint Francis,WI,36,3:28:35,F
"» Mosesso, Kara (USA)",New York,NY,32,3:28:38,F
"» Stickler, Carol (GBR)",New York,NY,45,3:28:40,F
"» Lieb, Anna (USA)",Golden,CA,28,3:28:40,F
"» Dearlove, Brady (USA)",Chicago,IL,24,3:28:40,F
"» Gapin, Amelia (USA)",Jersey City,NJ,33,3:28:41,F
"» Poirier, Isabelle (CAN)",Prevost,QC,44,3:28:41,F
"» Schrunk, Caedryn (USA)",Santa Monica,CA,30,3:28:41,F
"» Gingrich, Jill (USA)",Mechanicsburg,PA,38,3:28:42,F
"» Bazhina, Sasha (USA)",San Francisco,CA,29,3:28:43,F
"» Harris, Maegan (USA)",Aurora,IL,37,3:28:46,F
"» Sproule, Nicola (NZL)",Auckland,Kohimarama,47,3:28:47,F
"» Flores, Paulina (MEX)",Puebla,puebla,30,3:28:47,F
"» Cacali, Jean (USA)",Austin,TX,43,3:28:51,F
"» Scarth, Morgan (USA)",Redding,CT,22,3:28:52,F
"» Furber, Sarah (USA)",Philadelphia,PA,34,3:28:52,F
"» Munsayac, Julie (USA)",San Francisco,CA,38,3:28:53,F
"» Gallo, Kassandra (CAN)",Toronto,ON,36,3:28:53,F
"» Gilchrist, Lindsay (USA)",Strongsville,OH,25,3:28:54,F
